TestCase	Operationalization	ModelSize	TGG	ExecutionTime	InitTime	ExecutionRank	InitRank
0311-2111	CO	500	BlockDiagramCodeAdapter	1.245012068E9	2.433133742E9	2	7
0308-0220	CO	500	BlockDiagramCodeAdapter	1.552813751E9	2.450332358E9	5	8
0306-0227	BWD	1000	VHDLTGGCodeAdapter	3.209441834E9	1.451036544E10	1	1
0309-1931	BWD	1000	VHDLTGGCodeAdapter	3.651962587E9	1.4736699275E10	3	2
0303-0631	BWD	1000	VHDLTGGCodeAdapter	3.577124361E9	1.5041842781E10	2	3
0311-0003	BWD	1000	VHDLTGGCodeAdapter	4.209501275E9	1.5278992355E10	4	4
0310-0436	BWD	1000	VHDLTGGCodeAdapter	5.42172188E9	1.5417975371E10	6	5
0311-0428	BWD	1000	VHDLTGGCodeAdapter	7.314572425E9	1.560857861E10	8	6
0311-2111	BWD	1000	VHDLTGGCodeAdapter	6.387980641E9	1.5653195886E10	7	7
0308-0220	BWD	1000	VHDLTGGCodeAdapter	4.645085792E9	1.6994544663E10	5	8
0309-1931	INCREMENTAL_BWD	4000	ProcessCodeAdapter	2.5457954E7	3.477875032E9	1	1
0310-0436	INCREMENTAL_BWD	4000	ProcessCodeAdapter	2.6243091E7	3.657422628E9	2	2
0311-0428	INCREMENTAL_BWD	4000	ProcessCodeAdapter	2.9784336E7	3.662379342E9	5	3
0311-2111	INCREMENTAL_BWD	4000	ProcessCodeAdapter	2.9934007E7	3.670157164E9	6	4
0311-0003	INCREMENTAL_BWD	4000	ProcessCodeAdapter	2.6394047E7	3.688288024E9	3	5
0308-0220	INCREMENTAL_BWD	4000	ProcessCodeAdapter	3.2194912E7	3.700132653E9	8	6
0306-0227	INCREMENTAL_BWD	4000	ProcessCodeAdapter	3.0878652E7	3.710890661E9	7	7
0303-0631	INCREMENTAL_BWD	4000	ProcessCodeAdapter	2.9632525E7	3.782030273E9	4	8
0310-0436	FWD	2000	ClassInhHier2DB	5.683637068E9	1.881068351E9	6	1
0309-1931	FWD	2000	ClassInhHier2DB	5.640170558E9	1.891535996E9	4	2
0308-0220	FWD	2000	ClassInhHier2DB	6.204358112E9	1.896146754E9	8	3
0311-2111	FWD	2000	ClassInhHier2DB	5.730223174E9	1.903334011E9	7	4
0311-0003	FWD	2000	ClassInhHier2DB	5.654542936E9	1.907132264E9	5	5
0311-0428	FWD	2000	ClassInhHier2DB	3.983840964E9	1.914329785E9	1	6
0303-0631	FWD	2000	ClassInhHier2DB	5.321300403E9	1.915764928E9	2	7
0306-0227	FWD	2000	ClassInhHier2DB	5.535839216E9	1.925279374E9	3	8
0303-0631	MODELGEN	2000	FeatureModelConciseToSafe	2.205335685E9	1.747472251E9	2	1
0308-0220	MODELGEN	2000	FeatureModelConciseToSafe	1.847416915E9	1.748821011E9	1	2
0311-0003	MODELGEN	2000	FeatureModelConciseToSafe	2.391072012E9	1.779023145E9	6	3
0311-0428	MODELGEN	2000	FeatureModelConciseToSafe	2.369483297E9	1.790819879E9	5	4
0310-0436	MODELGEN	2000	FeatureModelConciseToSafe	2.42692534E9	1.792361075E9	7	5
0309-1931	MODELGEN	2000	FeatureModelConciseToSafe	2.51494327E9	1.799506424E9	8	6
0306-0227	MODELGEN	2000	FeatureModelConciseToSafe	2.30739372E9	1.83964508E9	3	7
0311-2111	MODELGEN	2000	FeatureModelConciseToSafe	2.309916765E9	1.866878146E9	4	8
0311-0003	FWD_OPT	4000	BlockDiagramCodeAdapter	9.058665505E9	2.066090529E9	8	1
0311-0428	FWD_OPT	4000	BlockDiagramCodeAdapter	7.601815566E9	2.074228846E9	6	2
0311-2111	FWD_OPT	4000	BlockDiagramCodeAdapter	7.553624119E9	2.077915486E9	5	3
0308-0220	FWD_OPT	4000	BlockDiagramCodeAdapter	3.26435014E9	2.102324024E9	1	4
0303-0631	FWD_OPT	4000	BlockDiagramCodeAdapter	4.333018024E9	2.127358192E9	3	5
0310-0436	FWD_OPT	4000	BlockDiagramCodeAdapter	4.669054722E9	2.156747393E9	4	6
0309-1931	FWD_OPT	4000	BlockDiagramCodeAdapter	3.360837378E9	2.171675267E9	2	7
0306-0227	FWD_OPT	4000	BlockDiagramCodeAdapter	8.013207073E9	2.252795876E9	7	8
0306-0227	MODELGEN	500	VHDLTGGCodeAdapter	9.79912284E8	3.315241246E9	1	1
0311-0428	MODELGEN	500	VHDLTGGCodeAdapter	1.014046519E9	3.497927254E9	2	2
0310-0436	MODELGEN	500	VHDLTGGCodeAdapter	1.103900714E9	3.534843682E9	5	3
0309-1931	MODELGEN	500	VHDLTGGCodeAdapter	1.120709754E9	3.592567964E9	6	4
0308-0220	MODELGEN	500	VHDLTGGCodeAdapter	1.136731091E9	3.616529197E9	8	5
0303-0631	MODELGEN	500	VHDLTGGCodeAdapter	1.039182465E9	3.657240456E9	3	6
0311-0003	MODELGEN	500	VHDLTGGCodeAdapter	1.121480351E9	3.665850454E9	7	7
0311-2111	MODELGEN	500	VHDLTGGCodeAdapter	1.067213926E9	3.830914488E9	4	8
0308-0220	MODELGEN	4000	ProcessCodeAdapter	2.521422365E9	2.107462056E9	4	1
0303-0631	MODELGEN	4000	ProcessCodeAdapter	2.573184134E9	2.153500789E9	7	2
0311-0003	MODELGEN	4000	ProcessCodeAdapter	2.452924252E9	2.170076341E9	1	3
0311-0428	MODELGEN	4000	ProcessCodeAdapter	2.509882639E9	2.208767882E9	3	4
0311-2111	MODELGEN	4000	ProcessCodeAdapter	2.567333663E9	2.212930906E9	6	5
0306-0227	MODELGEN	4000	ProcessCodeAdapter	2.601096712E9	2.228035822E9	8	6
0309-1931	MODELGEN	4000	ProcessCodeAdapter	2.46076237E9	2.228968921E9	2	7
0310-0436	MODELGEN	4000	ProcessCodeAdapter	2.539424078E9	2.296171728E9	5	8
0306-0227	BWD_OPT	1000	BlockCodeAdapter	1.830595473E9	2.245827139E9	4	1
0311-0428	BWD_OPT	1000	BlockCodeAdapter	1.802917666E9	2.256394851E9	2	2
0311-0003	BWD_OPT	1000	BlockCodeAdapter	1.753593415E9	2.314102455E9	1	3
0303-0631	BWD_OPT	1000	BlockCodeAdapter	1.835627452E9	2.322198864E9	6	4
0308-0220	BWD_OPT	1000	BlockCodeAdapter	1.833454639E9	2.323897857E9	5	5
0310-0436	BWD_OPT	1000	BlockCodeAdapter	1.931614783E9	2.426785931E9	8	6
0309-1931	BWD_OPT	1000	BlockCodeAdapter	1.880625322E9	2.478463457E9	7	7
0311-2111	BWD_OPT	1000	BlockCodeAdapter	1.817742055E9	3.510433006E9	3	8
0311-0428	BWD_OPT	1000	CompanyToIT	1.437026501E9	1.780332135E9	2	1
0308-0220	BWD_OPT	1000	CompanyToIT	1.438774672E9	1.784756017E9	3	2
0309-1931	BWD_OPT	1000	CompanyToIT	1.479285798E9	1.802537072E9	6	3
0311-2111	BWD_OPT	1000	CompanyToIT	1.519527515E9	1.804393007E9	8	4
0306-0227	BWD_OPT	1000	CompanyToIT	1.410096201E9	1.806908782E9	1	5
0311-0003	BWD_OPT	1000	CompanyToIT	1.459318675E9	1.80965548E9	4	6
0310-0436	BWD_OPT	1000	CompanyToIT	1.49132158E9	1.816968035E9	7	7
0303-0631	BWD_OPT	1000	CompanyToIT	1.463086565E9	1.833371251E9	5	8
0308-0220	FWD	4000	FamiliesToPersons_V1	9.824546151E9	1.877374442E9	3	1
0311-0428	FWD	4000	FamiliesToPersons_V1	1.0227526081E10	1.898885755E9	4	2
0306-0227	FWD	4000	FamiliesToPersons_V1	6.025770983E9	1.908331779E9	1	3
0311-2111	FWD	4000	FamiliesToPersons_V1	1.4415758513E10	1.908815007E9	5	4
0310-0436	FWD	4000	FamiliesToPersons_V1	1.5411928188E10	1.915729434E9	8	5
0309-1931	FWD	4000	FamiliesToPersons_V1	6.059001627E9	1.916020225E9	2	6
0311-0003	FWD	4000	FamiliesToPersons_V1	1.5213206731E10	1.935963829E9	7	7
0303-0631	FWD	4000	FamiliesToPersons_V1	1.4962187677E10	1.961018951E9	6	8
0306-0227	BWD_OPT	2000	BlockCodeAdapter	3.235282093E9	2.27494522E9	5	1
0311-0003	BWD_OPT	2000	BlockCodeAdapter	2.810844305E9	2.300848342E9	2	2
0303-0631	BWD_OPT	2000	BlockCodeAdapter	3.284765852E9	2.310984141E9	6	3
0311-0428	BWD_OPT	2000	BlockCodeAdapter	3.379708472E9	2.349706899E9	8	4
0308-0220	BWD_OPT	2000	BlockCodeAdapter	3.148544075E9	2.350457398E9	4	5
0309-1931	BWD_OPT	2000	BlockCodeAdapter	3.35607267E9	2.388025114E9	7	6
0311-2111	BWD_OPT	2000	BlockCodeAdapter	2.71061783E9	2.396044122E9	1	7
0310-0436	BWD_OPT	2000	BlockCodeAdapter	3.019273072E9	2.455342527E9	3	8
0303-0631	CO	500	ClassInhHier2DB	8.79734558E8	1.785296975E9	7	1
0310-0436	CO	500	ClassInhHier2DB	7.6825915E8	1.792670255E9	1	2
0311-0428	CO	500	ClassInhHier2DB	8.78770242E8	1.808334089E9	6	3
0308-0220	CO	500	ClassInhHier2DB	8.26127972E8	1.812222572E9	3	4
0311-0003	CO	500	ClassInhHier2DB	9.36608702E8	1.830811001E9	8	5
0311-2111	CO	500	ClassInhHier2DB	8.71845125E8	1.86781039E9	5	6
0309-1931	CO	500	ClassInhHier2DB	8.03044246E8	1.894084271E9	2	7
0306-0227	CO	500	ClassInhHier2DB	8.69967808E8	1.898915262E9	4	8
0311-0003	FWD	4000	FamiliesToPersons_V0	4.680952805E9	3.16248283E9	5	1
0311-0428	FWD	4000	FamiliesToPersons_V0	5.202565039E9	3.170274336E9	6	2
0310-0436	FWD	4000	FamiliesToPersons_V0	3.049558168E9	3.195054061E9	1	3
0311-2111	FWD	4000	FamiliesToPersons_V0	3.9046192254E10	3.206213619E9	7	4
0309-1931	FWD	4000	FamiliesToPersons_V0	3.097800503E9	3.223837731E9	2	5
0303-0631	FWD	4000	FamiliesToPersons_V0	5.0261209163E10	3.237502801E9	8	6
0308-0220	FWD	4000	FamiliesToPersons_V0	3.667969385E9	3.303465039E9	3	7
0306-0227	FWD	4000	FamiliesToPersons_V0	3.69820573E9	3.325684088E9	4	8
0303-0631	CO	4000	BlockDiagramCodeAdapter	5.3855725004E10	2.543798782E9	3	1
0311-0428	CO	4000	BlockDiagramCodeAdapter	6.0906077716E10	2.557350529E9	5	2
0311-2111	CO	4000	BlockDiagramCodeAdapter	5.8985207257E10	2.590038932E9	4	3
0311-0003	CO	4000	BlockDiagramCodeAdapter	7.1696126997E10	2.618826023E9	8	4
0309-1931	CO	4000	BlockDiagramCodeAdapter	5.2851276319E10	2.63560299E9	2	5
0310-0436	CO	4000	BlockDiagramCodeAdapter	6.6975253202E10	2.652505683E9	7	6
0306-0227	CO	4000	BlockDiagramCodeAdapter	6.2567881463E10	2.663714846E9	6	7
0308-0220	CO	4000	BlockDiagramCodeAdapter	5.2283191302E10	2.677255901E9	1	8
0309-1931	BWD	4000	ProcessCodeAdapter	1.2346411973E10	3.477875032E9	6	1
0310-0436	BWD	4000	ProcessCodeAdapter	1.2350468089E10	3.657422628E9	7	2
0311-0428	BWD	4000	ProcessCodeAdapter	9.729797678E9	3.662379342E9	1	3
0311-2111	BWD	4000	ProcessCodeAdapter	1.0157792104E10	3.670157164E9	2	4
0311-0003	BWD	4000	ProcessCodeAdapter	1.2046521961E10	3.688288024E9	5	5
0308-0220	BWD	4000	ProcessCodeAdapter	1.2388720876E10	3.700132653E9	8	6
0306-0227	BWD	4000	ProcessCodeAdapter	1.1977301573E10	3.710890661E9	4	7
0303-0631	BWD	4000	ProcessCodeAdapter	1.0177157118E10	3.782030273E9	3	8
0311-2111	INCREMENTAL_FWD	500	ProcessCodeAdapter	2.2489313E7	3.52203602E9	6	1
0303-0631	INCREMENTAL_FWD	500	ProcessCodeAdapter	1.5692059E7	3.528642123E9	1	2
0311-0003	INCREMENTAL_FWD	500	ProcessCodeAdapter	2.0445219E7	3.541740576E9	4	3
0309-1931	INCREMENTAL_FWD	500	ProcessCodeAdapter	2.4821206E7	3.544334609E9	8	4
0311-0428	INCREMENTAL_FWD	500	ProcessCodeAdapter	1.8974583E7	3.602559223E9	3	5
0308-0220	INCREMENTAL_FWD	500	ProcessCodeAdapter	1.8617935E7	3.603052713E9	2	6
0306-0227	INCREMENTAL_FWD	500	ProcessCodeAdapter	2.4561632E7	3.619884847E9	7	7
0310-0436	INCREMENTAL_FWD	500	ProcessCodeAdapter	2.1070849E7	3.620298797E9	5	8
0308-0220	FWD_OPT	500	ClassInhHier2DB	9.88114747E8	1.593949225E9	3	1
0311-0428	FWD_OPT	500	ClassInhHier2DB	9.93852322E8	1.603823311E9	4	2
0310-0436	FWD_OPT	500	ClassInhHier2DB	1.037833277E9	1.613336048E9	7	3
0309-1931	FWD_OPT	500	ClassInhHier2DB	9.57483267E8	1.615051718E9	1	4
0311-0003	FWD_OPT	500	ClassInhHier2DB	9.96160267E8	1.623504775E9	5	5
0303-0631	FWD_OPT	500	ClassInhHier2DB	1.007531504E9	1.6312223E9	6	6
0311-2111	FWD_OPT	500	ClassInhHier2DB	9.81131898E8	1.634828544E9	2	7
0306-0227	FWD_OPT	500	ClassInhHier2DB	1.051994403E9	1.648248579E9	8	8
0311-0428	CO	500	FamiliesToPersons_V1	9.20856775E8	1.782717055E9	1	1
0308-0220	CO	500	FamiliesToPersons_V1	9.82235623E8	1.793745755E9	7	2
0303-0631	CO	500	FamiliesToPersons_V1	9.76067419E8	1.79392579E9	6	3
0309-1931	CO	500	FamiliesToPersons_V1	9.63773774E8	1.821722479E9	4	4
0311-0003	CO	500	FamiliesToPersons_V1	9.98075215E8	1.827123507E9	8	5
0311-2111	CO	500	FamiliesToPersons_V1	9.2176892E8	1.827841077E9	2	6
0306-0227	CO	500	FamiliesToPersons_V1	9.65844382E8	1.841148645E9	5	7
0310-0436	CO	500	FamiliesToPersons_V1	9.53027312E8	1.899325791E9	3	8
0309-1931	INCREMENTAL_BWD	500	ProcessCodeAdapter	2.5953155E7	3.524924266E9	8	1
0311-0428	INCREMENTAL_BWD	500	ProcessCodeAdapter	1.5169917E7	3.539932964E9	1	2
0303-0631	INCREMENTAL_BWD	500	ProcessCodeAdapter	1.7573651E7	3.566392866E9	2	3
0308-0220	INCREMENTAL_BWD	500	ProcessCodeAdapter	2.2085626E7	3.601083455E9	5	4
0311-2111	INCREMENTAL_BWD	500	ProcessCodeAdapter	1.9383402E7	3.644743257E9	3	5
0311-0003	INCREMENTAL_BWD	500	ProcessCodeAdapter	2.121881E7	3.650238363E9	4	6
0310-0436	INCREMENTAL_BWD	500	ProcessCodeAdapter	2.2109574E7	3.65291664E9	6	7
0306-0227	INCREMENTAL_BWD	500	ProcessCodeAdapter	2.237599E7	3.735409528E9	7	8
0311-0428	FWD	4000	ClassInhHier2DB	1.7609973127E10	1.921633788E9	7	1
0303-0631	FWD	4000	ClassInhHier2DB	1.2607634821E10	1.930030396E9	5	2
0309-1931	FWD	4000	ClassInhHier2DB	1.2480148766E10	1.934181447E9	4	3
0306-0227	FWD	4000	ClassInhHier2DB	1.5238881067E10	1.936454754E9	6	4
0308-0220	FWD	4000	ClassInhHier2DB	2.8366938443E10	1.945328175E9	8	5
0310-0436	FWD	4000	ClassInhHier2DB	1.2345156009E10	1.972144297E9	3	6
0311-0003	FWD	4000	ClassInhHier2DB	1.1744291076E10	1.991697471E9	1	7
0311-2111	FWD	4000	ClassInhHier2DB	1.1867292525E10	1.992570274E9	2	8
0309-1931	FWD	8000	CompanyToIT	4.3384027584E10	2.575963333E9	7	1
0308-0220	FWD	8000	CompanyToIT	4.3136593393E10	2.586198772E9	6	2
0311-0003	FWD	8000	CompanyToIT	3.8636636156E10	2.591237592E9	2	3
0310-0436	FWD	8000	CompanyToIT	3.7750086382E10	2.610715501E9	1	4
0311-0428	FWD	8000	CompanyToIT	3.9264810704E10	2.642308732E9	3	5
0311-2111	FWD	8000	CompanyToIT	4.1006890479E10	2.784499436E9	4	6
0303-0631	FWD	8000	CompanyToIT	4.1517755824E10	2.790039445E9	5	7
0306-0227	FWD	8000	CompanyToIT	4.6813597846E10	2.86742894E9	8	8
0311-0428	FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.4050340739E10	8	1
0306-0227	FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.4329891586E10	8	2
0310-0436	FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5019271361E10	8	3
0309-1931	FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5037902127E10	8	4
0303-0631	FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5083653489E10	8	5
0311-0003	FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5601826685E10	8	6
0311-2111	FWD	8000	VHDLTGGCodeAdapter	2.4956820005E10	1.5699664392E10	1	7
0308-0220	FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.6723457137E10	8	8
0308-0220	FWD	8000	BlockCodeAdapter	1.5E11	4.892291199E9	8	1
0310-0436	FWD	8000	BlockCodeAdapter	5.9768017964E10	4.909036094E9	1	2
0309-1931	FWD	8000	BlockCodeAdapter	1.5E11	4.948439219E9	8	3
0311-0003	FWD	8000	BlockCodeAdapter	1.17147889366E11	5.035971783E9	3	4
0311-2111	FWD	8000	BlockCodeAdapter	8.1558300306E10	5.294441945E9	2	5
0311-0428	FWD	8000	BlockCodeAdapter	1.5E11	1.5E11	8	8
0303-0631	FWD	8000	BlockCodeAdapter	1.5E11	1.5E11	8	8
0306-0227	FWD	8000	BlockCodeAdapter	1.5E11	1.5E11	8	8
0311-0428	CC	8000	BlockDiagramCodeAdapter	7.1559539164E10	2.477008644E9	5	1
0311-2111	CC	8000	BlockDiagramCodeAdapter	7.4007663643E10	2.488713863E9	6	2
0306-0227	CC	8000	BlockDiagramCodeAdapter	7.8533440612E10	2.496893661E9	7	3
0310-0436	CC	8000	BlockDiagramCodeAdapter	3.1752561105E10	2.516735915E9	1	4
0309-1931	CC	8000	BlockDiagramCodeAdapter	5.8106772281E10	2.524607389E9	3	5
0303-0631	CC	8000	BlockDiagramCodeAdapter	3.6940284223E10	2.547482E9	2	6
0308-0220	CC	8000	BlockDiagramCodeAdapter	5.8384898249E10	2.587836185E9	4	7
0311-0003	CC	8000	BlockDiagramCodeAdapter	8.8255803004E10	3.018438756E9	8	8
0306-0227	MODELGEN	2000	ProcessCodeAdapter	1.700794631E9	2.096668126E9	2	1
0311-0428	MODELGEN	2000	ProcessCodeAdapter	1.677358962E9	2.107280312E9	1	2
0308-0220	MODELGEN	2000	ProcessCodeAdapter	1.756707451E9	2.119620141E9	7	3
0303-0631	MODELGEN	2000	ProcessCodeAdapter	1.749208876E9	2.126924571E9	6	4
0309-1931	MODELGEN	2000	ProcessCodeAdapter	1.744918416E9	2.148236606E9	5	5
0311-2111	MODELGEN	2000	ProcessCodeAdapter	1.703561001E9	2.22238976E9	3	6
0310-0436	MODELGEN	2000	ProcessCodeAdapter	1.774707456E9	2.23462824E9	8	7
0311-0003	MODELGEN	2000	ProcessCodeAdapter	1.744146963E9	2.277109053E9	4	8
0308-0220	BWD_OPT	4000	VHDLTGGCodeAdapter	1.1348372251E10	4.108755651E9	2	1
0303-0631	BWD_OPT	4000	VHDLTGGCodeAdapter	3.5739009786E10	4.337217825E9	7	2
0311-0428	BWD_OPT	4000	VHDLTGGCodeAdapter	1.4063107349E10	4.35930003E9	4	3
0311-2111	BWD_OPT	4000	VHDLTGGCodeAdapter	1.5932323802E10	4.440182446E9	5	4
0306-0227	BWD_OPT	4000	VHDLTGGCodeAdapter	1.2321674584E10	4.459751869E9	3	5
0309-1931	BWD_OPT	4000	VHDLTGGCodeAdapter	8.951362958E9	4.598428271E9	1	6
0310-0436	BWD_OPT	4000	VHDLTGGCodeAdapter	2.2119679582E10	4.624885608E9	6	7
0311-0003	BWD_OPT	4000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0308-0220	FWD	2000	FamiliesToPersons_V1	3.109584835E9	1.834740965E9	3	1
0309-1931	FWD	2000	FamiliesToPersons_V1	2.980038008E9	1.869248954E9	2	2
0311-0428	FWD	2000	FamiliesToPersons_V1	5.120715741E9	1.870016131E9	6	3
0310-0436	FWD	2000	FamiliesToPersons_V1	5.18503073E9	1.883321132E9	8	4
0303-0631	FWD	2000	FamiliesToPersons_V1	5.140826977E9	1.917608889E9	7	5
0311-2111	FWD	2000	FamiliesToPersons_V1	3.136113587E9	1.924969338E9	4	6
0311-0003	FWD	2000	FamiliesToPersons_V1	5.072069719E9	1.92758176E9	5	7
0306-0227	FWD	2000	FamiliesToPersons_V1	2.967805943E9	1.960509638E9	1	8
0306-0227	FWD	2000	FamiliesToPersons_V0	6.3405816E9	3.107756696E9	5	1
0311-0428	FWD	2000	FamiliesToPersons_V0	1.8004657371E10	3.114805401E9	8	2
0311-2111	FWD	2000	FamiliesToPersons_V0	1.7025531935E10	3.145103325E9	6	3
0311-0003	FWD	2000	FamiliesToPersons_V0	3.391246487E9	3.194397214E9	3	4
0310-0436	FWD	2000	FamiliesToPersons_V0	2.121494464E9	3.19649733E9	2	5
0309-1931	FWD	2000	FamiliesToPersons_V0	1.7541669162E10	3.227956709E9	7	6
0303-0631	FWD	2000	FamiliesToPersons_V0	3.738810508E9	3.271853848E9	4	7
0308-0220	FWD	2000	FamiliesToPersons_V0	2.055424035E9	3.366716073E9	1	8
0311-2111	FWD_OPT	500	BlockCodeAdapter	1.432163866E9	2.670764406E9	1	1
0311-0003	FWD_OPT	500	BlockCodeAdapter	1.591455686E9	2.69550094E9	7	2
0311-0428	FWD_OPT	500	BlockCodeAdapter	1.520709925E9	2.731706211E9	6	3
0310-0436	FWD_OPT	500	BlockCodeAdapter	1.438666481E9	2.787520249E9	2	4
0303-0631	FWD_OPT	500	BlockCodeAdapter	1.764787184E9	2.880741211E9	8	5
0309-1931	FWD_OPT	500	BlockCodeAdapter	1.506891334E9	2.900826789E9	5	6
0308-0220	FWD_OPT	500	BlockCodeAdapter	1.475616264E9	2.901005541E9	4	7
0306-0227	FWD_OPT	500	BlockCodeAdapter	1.465271352E9	2.959501702E9	3	8
0308-0220	FWD_OPT	500	CompanyToIT	4.78419496E9	1.737187206E9	2	1
0303-0631	FWD_OPT	500	CompanyToIT	6.675716844E9	1.746300104E9	6	2
0310-0436	FWD_OPT	500	CompanyToIT	6.978874842E9	1.766722658E9	8	3
0311-0428	FWD_OPT	500	CompanyToIT	6.082133675E9	1.774873377E9	3	4
0311-0003	FWD_OPT	500	CompanyToIT	6.282557119E9	1.780047331E9	5	5
0306-0227	FWD_OPT	500	CompanyToIT	4.593456162E9	1.781164313E9	1	6
0311-2111	FWD_OPT	500	CompanyToIT	6.264495963E9	1.800774788E9	4	7
0309-1931	FWD_OPT	500	CompanyToIT	6.903703488E9	1.824212168E9	7	8
0311-2111	FWD_OPT	1000	BlockDiagramCodeAdapter	1.756003137E9	1.964108613E9	8	1
0311-0003	FWD_OPT	1000	BlockDiagramCodeAdapter	1.487846191E9	1.982543092E9	7	2
0306-0227	FWD_OPT	1000	BlockDiagramCodeAdapter	1.462628141E9	1.995112562E9	6	3
0311-0428	FWD_OPT	1000	BlockDiagramCodeAdapter	1.4484931E9	2.020228408E9	5	4
0309-1931	FWD_OPT	1000	BlockDiagramCodeAdapter	1.253690488E9	2.021996678E9	2	5
0308-0220	FWD_OPT	1000	BlockDiagramCodeAdapter	1.172652413E9	2.037418899E9	1	6
0303-0631	FWD_OPT	1000	BlockDiagramCodeAdapter	1.278013927E9	2.045437907E9	4	7
0310-0436	FWD_OPT	1000	BlockDiagramCodeAdapter	1.255052933E9	2.096888358E9	3	8
0311-0428	FWD_OPT	2000	BlockDiagramCodeAdapter	2.898282789E9	1.96377634E9	7	1
0308-0220	FWD_OPT	2000	BlockDiagramCodeAdapter	1.842229277E9	1.976307322E9	1	2
0311-2111	FWD_OPT	2000	BlockDiagramCodeAdapter	2.659716889E9	2.036567906E9	5	3
0303-0631	FWD_OPT	2000	BlockDiagramCodeAdapter	2.015224653E9	2.042130151E9	2	4
0311-0003	FWD_OPT	2000	BlockDiagramCodeAdapter	2.963450055E9	2.051661703E9	8	5
0309-1931	FWD_OPT	2000	BlockDiagramCodeAdapter	2.052565723E9	2.062090006E9	3	6
0306-0227	FWD_OPT	2000	BlockDiagramCodeAdapter	2.885160389E9	2.093706756E9	6	7
0310-0436	FWD_OPT	2000	BlockDiagramCodeAdapter	2.1319852E9	2.113162855E9	4	8
0311-2111	BWD_OPT	8000	VHDLTGGCodeAdapter	1.25135006868E11	4.284009367E9	3	1
0310-0436	BWD_OPT	8000	VHDLTGGCodeAdapter	4.973894393E10	4.52096394E9	1	2
0311-0428	BWD_OPT	8000	VHDLTGGCodeAdapter	6.8262282954E10	4.656557095E9	2	3
0309-1931	BWD_OPT	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0303-0631	BWD_OPT	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0306-0227	BWD_OPT	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0308-0220	BWD_OPT	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0311-0003	BWD_OPT	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0311-2111	CC	500	FeatureModelConciseToSafe	1.497509027E9	1.974139641E9	2	1
0308-0220	CC	500	FeatureModelConciseToSafe	1.428541372E9	1.990102821E9	1	2
0310-0436	CC	500	FeatureModelConciseToSafe	1.56499108E9	2.006741662E9	4	3
0311-0003	CC	500	FeatureModelConciseToSafe	1.865361325E9	2.032809424E9	8	4
0309-1931	CC	500	FeatureModelConciseToSafe	1.544427406E9	2.049597937E9	3	5
0303-0631	CC	500	FeatureModelConciseToSafe	1.580465899E9	2.076040307E9	5	6
0311-0428	CC	500	FeatureModelConciseToSafe	1.620530148E9	2.081266432E9	6	7
0306-0227	CC	500	FeatureModelConciseToSafe	1.681265406E9	2.110828397E9	7	8
0308-0220	MODELGEN	500	CompanyToIT	9.19345086E8	1.571658333E9	1	1
0303-0631	MODELGEN	500	CompanyToIT	9.19658542E8	1.665548117E9	2	2
0310-0436	MODELGEN	500	CompanyToIT	9.4029192E8	1.723363056E9	4	3
0311-0428	MODELGEN	500	CompanyToIT	9.89351039E8	1.730332648E9	7	4
0309-1931	MODELGEN	500	CompanyToIT	1.079168456E9	1.783656996E9	8	5
0306-0227	MODELGEN	500	CompanyToIT	9.72035251E8	1.784717958E9	6	6
0311-2111	MODELGEN	500	CompanyToIT	9.40954754E8	1.794039969E9	5	7
0311-0003	MODELGEN	500	CompanyToIT	9.20403054E8	1.800708078E9	3	8
0308-0220	BWD_OPT	500	BlockDiagramCodeAdapter	1.114369641E9	2.165652888E9	2	1
0306-0227	BWD_OPT	500	BlockDiagramCodeAdapter	1.206892703E9	2.182550876E9	8	2
0303-0631	BWD_OPT	500	BlockDiagramCodeAdapter	1.149501121E9	2.182831832E9	5	3
0311-0003	BWD_OPT	500	BlockDiagramCodeAdapter	1.159645473E9	2.188445821E9	6	4
0310-0436	BWD_OPT	500	BlockDiagramCodeAdapter	1.165189331E9	2.195433374E9	7	5
0311-0428	BWD_OPT	500	BlockDiagramCodeAdapter	1.130557328E9	2.20394801E9	3	6
0309-1931	BWD_OPT	500	BlockDiagramCodeAdapter	1.113224007E9	2.211607804E9	1	7
0311-2111	BWD_OPT	500	BlockDiagramCodeAdapter	1.141853301E9	2.251812316E9	4	8
0311-0428	FWD	1000	FamiliesToPersons_V1	2.246310367E9	1.818786338E9	5	1
0309-1931	FWD	1000	FamiliesToPersons_V1	1.98437337E9	1.870191461E9	2	2
0306-0227	FWD	1000	FamiliesToPersons_V1	2.401185148E9	1.871734794E9	7	3
