TestCase	Operationalization	ModelSize	TGG	ExecutionTime	InitTime	ExecutionRank	InitRank
0306-0227	INCREMENTAL_BWD	8000	FamiliesToPersons_V0	9483656.0	3.29251203E9	5	4
0311-2111	INCREMENTAL_BWD	8000	FamiliesToPersons_V0	3470684.0	3.293104731E9	4	5
0311-0003	INCREMENTAL_BWD	8000	FamiliesToPersons_V0	1.103811E7	3.294049377E9	7	6
0308-0220	INCREMENTAL_BWD	8000	FamiliesToPersons_V0	1.1074458E7	3.307572899E9	8	7
0303-0631	INCREMENTAL_BWD	8000	FamiliesToPersons_V0	3352657.0	3.367624369E9	2	8
0308-0220	INCREMENTAL_BWD	8000	FamiliesToPersons_V1	9899317.0	1.898259698E9	6	1
0309-1931	INCREMENTAL_BWD	8000	FamiliesToPersons_V1	3281241.0	1.946820194E9	4	2
0311-2111	INCREMENTAL_BWD	8000	FamiliesToPersons_V1	3222655.0	1.964384864E9	3	3
0303-0631	INCREMENTAL_BWD	8000	FamiliesToPersons_V1	3022950.0	1.980014061E9	1	4
0311-0428	INCREMENTAL_BWD	8000	FamiliesToPersons_V1	3196998.0	1.980284326E9	2	5
0311-0003	INCREMENTAL_BWD	8000	FamiliesToPersons_V1	3534401.0	1.986396937E9	5	6
0306-0227	INCREMENTAL_BWD	8000	FamiliesToPersons_V1	2.0502095E7	1.987521617E9	7	7
0310-0436	INCREMENTAL_BWD	8000	FamiliesToPersons_V1	1.5E11	1.5E11	8	8
0311-0428	FWD	500	FamiliesToPersons_V1	1.541554128E9	1.800035836E9	7	1
0309-1931	FWD	500	FamiliesToPersons_V1	1.375240117E9	1.835339226E9	2	2
0311-0003	FWD	500	FamiliesToPersons_V1	1.430743263E9	1.845523348E9	3	3
0303-0631	FWD	500	FamiliesToPersons_V1	1.583236973E9	1.845548151E9	8	4
0310-0436	FWD	500	FamiliesToPersons_V1	1.457592742E9	1.846662567E9	4	5
0311-2111	FWD	500	FamiliesToPersons_V1	1.332645126E9	1.853356334E9	1	6
0308-0220	FWD	500	FamiliesToPersons_V1	1.474651948E9	1.866171694E9	5	7
0306-0227	FWD	500	FamiliesToPersons_V1	1.482915135E9	1.891487673E9	6	8
0308-0220	CO	1000	CompanyToIT	1.321706656E9	1.957883533E9	1	1
0311-0003	CO	1000	CompanyToIT	1.404381717E9	2.063729129E9	6	2
0306-0227	CO	1000	CompanyToIT	1.394106936E9	2.095979634E9	5	3
0303-0631	CO	1000	CompanyToIT	1.466569651E9	2.118980399E9	8	4
0309-1931	CO	1000	CompanyToIT	1.32309818E9	2.126418679E9	2	5
0311-0428	CO	1000	CompanyToIT	1.432083043E9	2.127619477E9	7	6
0310-0436	CO	1000	CompanyToIT	1.374901431E9	2.128702676E9	4	7
0311-2111	CO	1000	CompanyToIT	1.362484626E9	2.155696267E9	3	8
0306-0227	FWD	500	FamiliesToPersons_V0	6.353229327E9	3.14157149E9	7	1
0311-0428	FWD	500	FamiliesToPersons_V0	3.281206221E9	3.144736842E9	5	2
0309-1931	FWD	500	FamiliesToPersons_V0	2.890421579E9	3.180556815E9	3	3
0310-0436	FWD	500	FamiliesToPersons_V0	3.070472503E9	3.188245261E9	4	4
0311-2111	FWD	500	FamiliesToPersons_V0	1.75634781E9	3.189006023E9	1	5
0308-0220	FWD	500	FamiliesToPersons_V0	7.36487425E9	3.215558294E9	8	6
0303-0631	FWD	500	FamiliesToPersons_V0	1.878511096E9	3.222465024E9	2	7
0311-0003	FWD	500	FamiliesToPersons_V0	5.322717158E9	3.238996101E9	6	8
0303-0631	CC	4000	BlockCodeAdapter	3.5145784547E10	2.854346736E9	5	1
0309-1931	CC	4000	BlockCodeAdapter	5.2431569881E10	2.91436314E9	8	2
0311-0003	CC	4000	BlockCodeAdapter	4.298151121E10	2.964531543E9	7	3
0308-0220	CC	4000	BlockCodeAdapter	4.0139485914E10	2.985449299E9	6	4
0311-2111	CC	4000	BlockCodeAdapter	3.2831611533E10	3.067878897E9	4	5
0310-0436	CC	4000	BlockCodeAdapter	1.3737788034E10	3.068979202E9	1	6
0306-0227	CC	4000	BlockCodeAdapter	2.9840497356E10	3.096817371E9	3	7
0311-0428	CC	4000	BlockCodeAdapter	2.7478771354E10	3.205703023E9	2	8
0308-0220	CC	4000	CompanyToIT	3.2021489076E10	1.875019457E9	5	1
0311-0428	CC	4000	CompanyToIT	2.9739972819E10	1.904953037E9	4	2
0311-0003	CC	4000	CompanyToIT	2.5070494312E10	1.935176125E9	3	3
0309-1931	CC	4000	CompanyToIT	2.1420147329E10	1.95308376E9	1	4
0303-0631	CC	4000	CompanyToIT	4.4546146925E10	1.972833645E9	8	5
0306-0227	CC	4000	CompanyToIT	3.5048667405E10	1.981781047E9	6	6
0310-0436	CC	4000	CompanyToIT	2.4085207086E10	1.996858167E9	2	7
0311-2111	CC	4000	CompanyToIT	3.5572237779E10	2.001831988E9	7	8
0306-0227	INCREMENTAL_BWD	500	VHDLTGGCodeAdapter	7.3474926E7	1.4203894556E10	2	1
0303-0631	INCREMENTAL_BWD	500	VHDLTGGCodeAdapter	7.7682424E7	1.4427166954E10	4	2
0311-0003	INCREMENTAL_BWD	500	VHDLTGGCodeAdapter	8.7568913E7	1.4692790591E10	7	3
0311-0428	INCREMENTAL_BWD	500	VHDLTGGCodeAdapter	9.1135387E7	1.4700549596E10	8	4
0311-2111	INCREMENTAL_BWD	500	VHDLTGGCodeAdapter	8.1139852E7	1.4811942899E10	5	5
0310-0436	INCREMENTAL_BWD	500	VHDLTGGCodeAdapter	7.4457203E7	1.5379559656E10	3	6
0309-1931	INCREMENTAL_BWD	500	VHDLTGGCodeAdapter	8.267335E7	1.5473361346E10	6	7
0308-0220	INCREMENTAL_BWD	500	VHDLTGGCodeAdapter	7.3128542E7	1.6143229001E10	1	8
0308-0220	INCREMENTAL_FWD	1000	BlockDiagramCodeAdapter	1.1501665E7	3.142500312E9	3	1
0311-0428	INCREMENTAL_FWD	1000	BlockDiagramCodeAdapter	1.1990879E7	3.153435361E9	6	2
0311-0003	INCREMENTAL_FWD	1000	BlockDiagramCodeAdapter	1.2259007E7	3.171325463E9	7	3
0311-2111	INCREMENTAL_FWD	1000	BlockDiagramCodeAdapter	1.1618837E7	3.187646572E9	4	4
0306-0227	INCREMENTAL_FWD	1000	BlockDiagramCodeAdapter	1.1851471E7	3.213524036E9	5	5
0310-0436	INCREMENTAL_FWD	1000	BlockDiagramCodeAdapter	1.0504421E7	3.224431716E9	2	6
0309-1931	INCREMENTAL_FWD	1000	BlockDiagramCodeAdapter	1.0173859E7	3.231301241E9	1	7
0303-0631	INCREMENTAL_FWD	1000	BlockDiagramCodeAdapter	1.2398843E7	3.306488845E9	8	8
0308-0220	FWD_OPT	4000	ClassInhHier2DB	2.778722946E9	1.724340203E9	3	1
0311-0428	FWD_OPT	4000	ClassInhHier2DB	2.824749706E9	1.773808566E9	5	2
0311-0003	FWD_OPT	4000	ClassInhHier2DB	2.764784617E9	1.777831755E9	2	3
0303-0631	FWD_OPT	4000	ClassInhHier2DB	2.83594048E9	1.793208646E9	6	4
0310-0436	FWD_OPT	4000	ClassInhHier2DB	2.873113062E9	1.79500172E9	7	5
0311-2111	FWD_OPT	4000	ClassInhHier2DB	2.734561957E9	1.805482193E9	1	6
0309-1931	FWD_OPT	4000	ClassInhHier2DB	2.809812422E9	1.815009896E9	4	7
0306-0227	FWD_OPT	4000	ClassInhHier2DB	4.041456199E9	1.867258741E9	8	8
0308-0220	CC	2000	FamiliesToPersons_V1	6.413369745E9	1.70174398E9	6	1
0311-2111	CC	2000	FamiliesToPersons_V1	6.74703307E9	1.715628427E9	7	2
0309-1931	CC	2000	FamiliesToPersons_V1	7.05250671E9	1.720132704E9	8	3
0311-0428	CC	2000	FamiliesToPersons_V1	5.927372647E9	1.740592462E9	5	4
0306-0227	CC	2000	FamiliesToPersons_V1	5.591938058E9	1.756466694E9	2	5
0311-0003	CC	2000	FamiliesToPersons_V1	5.81143273E9	1.767536447E9	4	6
0310-0436	CC	2000	FamiliesToPersons_V1	5.144882237E9	1.776255065E9	1	7
0303-0631	CC	2000	FamiliesToPersons_V1	5.733902116E9	1.831786435E9	3	8
0308-0220	FWD_OPT	1000	FeatureModelConciseToSafe	1.469727306E9	1.901493045E9	1	1
0306-0227	FWD_OPT	1000	FeatureModelConciseToSafe	1.687126568E9	1.906678116E9	6	2
0311-0003	FWD_OPT	1000	FeatureModelConciseToSafe	1.696297623E9	1.908189805E9	7	3
0309-1931	FWD_OPT	1000	FeatureModelConciseToSafe	1.647384757E9	1.925187005E9	4	4
0303-0631	FWD_OPT	1000	FeatureModelConciseToSafe	1.712611463E9	1.935839387E9	8	5
0311-2111	FWD_OPT	1000	FeatureModelConciseToSafe	1.642816762E9	1.937385287E9	3	6
0311-0428	FWD_OPT	1000	FeatureModelConciseToSafe	1.63348064E9	1.940672088E9	2	7
0310-0436	FWD_OPT	1000	FeatureModelConciseToSafe	1.676415599E9	1.954829793E9	5	8
0311-0003	CC	1000	FamiliesToPersons_V1	2.589994885E9	1.655334915E9	4	1
0309-1931	CC	1000	FamiliesToPersons_V1	2.716025272E9	1.685383956E9	7	2
0308-0220	CC	1000	FamiliesToPersons_V1	2.600450129E9	1.69365313E9	5	3
0311-2111	CC	1000	FamiliesToPersons_V1	2.554174057E9	1.712280901E9	2	4
0303-0631	CC	1000	FamiliesToPersons_V1	2.61382911E9	1.722236666E9	6	5
0306-0227	CC	1000	FamiliesToPersons_V1	2.571297837E9	1.73913209E9	3	6
0311-0428	CC	1000	FamiliesToPersons_V1	2.435393792E9	1.739185544E9	1	7
0310-0436	CC	1000	FamiliesToPersons_V1	2.803787476E9	1.968413611E9	8	8
0311-2111	CC	8000	FeatureModelConciseToSafe	3.6688992339E10	2.195418407E9	2	1
0306-0227	CC	8000	FeatureModelConciseToSafe	4.2290496159E10	2.208052021E9	7	2
0308-0220	CC	8000	FeatureModelConciseToSafe	1.3174982595E10	2.21686258E9	1	3
0311-0003	CC	8000	FeatureModelConciseToSafe	4.0961648429E10	2.255089281E9	5	4
0310-0436	CC	8000	FeatureModelConciseToSafe	3.989935316E10	2.27247178E9	3	5
0311-0428	CC	8000	FeatureModelConciseToSafe	4.3073951739E10	2.293704275E9	8	6
0303-0631	CC	8000	FeatureModelConciseToSafe	4.2022779678E10	2.297545291E9	6	7
0309-1931	CC	8000	FeatureModelConciseToSafe	3.9906300514E10	2.325304775E9	4	8
0308-0220	FWD	500	CompanyToIT	1.663951328E9	2.348903801E9	2	1
0311-0003	FWD	500	CompanyToIT	1.876073577E9	2.444835112E9	8	2
0303-0631	FWD	500	CompanyToIT	1.72812648E9	2.456089177E9	3	3
0311-2111	FWD	500	CompanyToIT	1.825507901E9	2.481704073E9	6	4
0311-0428	FWD	500	CompanyToIT	1.776734016E9	2.558650966E9	4	5
0309-1931	FWD	500	CompanyToIT	1.853936207E9	2.566461716E9	7	6
0306-0227	FWD	500	CompanyToIT	1.810098938E9	2.574573092E9	5	7
0310-0436	FWD	500	CompanyToIT	1.657658254E9	2.801053606E9	1	8
0308-0220	INCREMENTAL_FWD	500	CompanyToIT	1.277174E7	2.348903801E9	3	1
0311-0003	INCREMENTAL_FWD	500	CompanyToIT	1.650542E7	2.444835112E9	8	2
0303-0631	INCREMENTAL_FWD	500	CompanyToIT	1.1147156E7	2.456089177E9	1	3
0311-2111	INCREMENTAL_FWD	500	CompanyToIT	1.4285567E7	2.481704073E9	7	4
0311-0428	INCREMENTAL_FWD	500	CompanyToIT	1.3935335E7	2.558650966E9	6	5
0309-1931	INCREMENTAL_FWD	500	CompanyToIT	1.1494823E7	2.566461716E9	2	6
0306-0227	INCREMENTAL_FWD	500	CompanyToIT	1.2926544E7	2.574573092E9	4	7
0310-0436	INCREMENTAL_FWD	500	CompanyToIT	1.3157895E7	2.801053606E9	5	8
0308-0220	MODELGEN	4000	CompanyToIT	2.366981206E9	1.546335939E9	6	1
0311-0428	MODELGEN	4000	CompanyToIT	2.204937984E9	1.548777734E9	1	2
0306-0227	MODELGEN	4000	CompanyToIT	2.239106431E9	1.568980912E9	3	3
0311-0003	MODELGEN	4000	CompanyToIT	2.245148483E9	1.578267001E9	4	4
0309-1931	MODELGEN	4000	CompanyToIT	2.33945521E9	1.609499308E9	5	5
0303-0631	MODELGEN	4000	CompanyToIT	2.370939394E9	1.630866935E9	7	6
0311-2111	MODELGEN	4000	CompanyToIT	2.223788126E9	1.650150699E9	2	7
0310-0436	MODELGEN	4000	CompanyToIT	2.487872278E9	1.664664624E9	8	8
0303-0631	INCREMENTAL_FWD	8000	ClassInhHier2DB	8586479.0	1.997649292E9	5	1
0306-0227	INCREMENTAL_FWD	8000	ClassInhHier2DB	8626248.0	2.014477148E9	6	2
0311-0428	INCREMENTAL_FWD	8000	ClassInhHier2DB	8585196.0	2.01856833E9	4	3
0311-0003	INCREMENTAL_FWD	8000	ClassInhHier2DB	1.0808897E7	2.027989124E9	8	4
0310-0436	INCREMENTAL_FWD	8000	ClassInhHier2DB	8218713.0	2.039061017E9	2	5
0309-1931	INCREMENTAL_FWD	8000	ClassInhHier2DB	7834697.0	2.039069997E9	1	6
0308-0220	INCREMENTAL_FWD	8000	ClassInhHier2DB	8695954.0	2.05643368E9	7	7
0311-2111	INCREMENTAL_FWD	8000	ClassInhHier2DB	8460754.0	2.145332537E9	3	8
0309-1931	INCREMENTAL_FWD	2000	BlockDiagramCodeAdapter	1.120617E7	3.142246725E9	2	1
0311-0003	INCREMENTAL_FWD	2000	BlockDiagramCodeAdapter	1.5467978E7	3.157920395E9	6	2
0308-0220	INCREMENTAL_FWD	2000	BlockDiagramCodeAdapter	2.5154333E7	3.160256563E9	8	3
0303-0631	INCREMENTAL_FWD	2000	BlockDiagramCodeAdapter	1.0342347E7	3.190001129E9	1	4
0310-0436	INCREMENTAL_FWD	2000	BlockDiagramCodeAdapter	1.3252402E7	3.225154847E9	4	5
0311-0428	INCREMENTAL_FWD	2000	BlockDiagramCodeAdapter	1.215894E7	3.230037153E9	3	6
0311-2111	INCREMENTAL_FWD	2000	BlockDiagramCodeAdapter	1.4549418E7	3.26641861E9	5	7
0306-0227	INCREMENTAL_FWD	2000	BlockDiagramCodeAdapter	1.6084627E7	3.357491563E9	7	8
0308-0220	CO	8000	CompanyToIT	9.407515425E9	2.332137952E9	6	1
0311-0428	CO	8000	CompanyToIT	9.946313874E9	2.456987638E9	8	2
0311-0003	CO	8000	CompanyToIT	8.942506214E9	2.458035343E9	5	3
0309-1931	CO	8000	CompanyToIT	9.526866583E9	2.491453291E9	7	4
0310-0436	CO	8000	CompanyToIT	7.63778906E9	2.510155471E9	1	5
0311-2111	CO	8000	CompanyToIT	8.146437545E9	2.537441136E9	3	6
0303-0631	CO	8000	CompanyToIT	7.933339862E9	2.563439621E9	2	7
0306-0227	CO	8000	CompanyToIT	8.19418468E9	2.596920431E9	4	8
0309-1931	BWD_OPT	8000	BlockDiagramCodeAdapter	1.4231070319E10	2.301724566E9	1	1
0311-2111	BWD_OPT	8000	BlockDiagramCodeAdapter	4.5157737795E10	2.307613097E9	7	2
0308-0220	BWD_OPT	8000	BlockDiagramCodeAdapter	4.3768768891E10	2.313893769E9	5	3
0303-0631	BWD_OPT	8000	BlockDiagramCodeAdapter	3.205740826E10	2.332152063E9	3	4
0310-0436	BWD_OPT	8000	BlockDiagramCodeAdapter	1.6998328376E10	2.358595288E9	2	5
0306-0227	BWD_OPT	8000	BlockDiagramCodeAdapter	6.2723923686E10	2.359415492E9	8	6
0311-0428	BWD_OPT	8000	BlockDiagramCodeAdapter	3.6218998616E10	2.366645941E9	4	7
0311-0003	BWD_OPT	8000	BlockDiagramCodeAdapter	4.4086090153E10	2.368948755E9	6	8
0311-0428	FWD_OPT	500	BlockDiagramCodeAdapter	9.56609609E8	2.001460801E9	5	1
0311-0003	FWD_OPT	500	BlockDiagramCodeAdapter	9.74598921E8	2.015114324E9	6	2
0308-0220	FWD_OPT	500	BlockDiagramCodeAdapter	9.02969239E8	2.018016682E9	1	3
0311-2111	FWD_OPT	500	BlockDiagramCodeAdapter	1.002631237E9	2.03130757E9	7	4
0303-0631	FWD_OPT	500	BlockDiagramCodeAdapter	9.03467006E8	2.045941232E9	2	5
0309-1931	FWD_OPT	500	BlockDiagramCodeAdapter	9.16193845E8	2.048689214E9	3	6
0310-0436	FWD_OPT	500	BlockDiagramCodeAdapter	9.3233321E8	2.049753169E9	4	7
0306-0227	FWD_OPT	500	BlockDiagramCodeAdapter	1.062610865E9	2.053853759E9	8	8
0308-0220	FWD_OPT	2000	FeatureModelConciseToSafe	2.178670945E9	1.905159585E9	1	1
0311-0428	FWD_OPT	2000	FeatureModelConciseToSafe	2.825098656E9	1.913536095E9	5	2
0311-2111	FWD_OPT	2000	FeatureModelConciseToSafe	2.682597915E9	1.939128326E9	2	3
0310-0436	FWD_OPT	2000	FeatureModelConciseToSafe	2.721963408E9	1.954882392E9	3	4
0311-0003	FWD_OPT	2000	FeatureModelConciseToSafe	2.878144613E9	1.956799051E9	7	5
0303-0631	FWD_OPT	2000	FeatureModelConciseToSafe	3.00609679E9	1.96347443E9	8	6
0309-1931	FWD_OPT	2000	FeatureModelConciseToSafe	2.728375364E9	1.972412852E9	4	7
0306-0227	FWD_OPT	2000	FeatureModelConciseToSafe	2.83785158E9	2.019469357E9	6	8
0308-0220	MODELGEN	4000	VHDLTGGCodeAdapter	2.875413309E9	3.382725864E9	8	1
0306-0227	MODELGEN	4000	VHDLTGGCodeAdapter	2.858682098E9	3.430831784E9	6	2
0311-0428	MODELGEN	4000	VHDLTGGCodeAdapter	2.790732214E9	3.445495381E9	5	3
0311-0003	MODELGEN	4000	VHDLTGGCodeAdapter	2.670979506E9	3.45522621E9	3	4
0311-2111	MODELGEN	4000	VHDLTGGCodeAdapter	2.670645096E9	3.461233196E9	2	5
0303-0631	MODELGEN	4000	VHDLTGGCodeAdapter	2.574097135E9	3.604195782E9	1	6
0309-1931	MODELGEN	4000	VHDLTGGCodeAdapter	2.864596715E9	3.667401058E9	7	7
0310-0436	MODELGEN	4000	VHDLTGGCodeAdapter	2.76823563E9	3.724400071E9	4	8
0309-1931	INCREMENTAL_FWD	500	BlockCodeAdapter	5.3032273E7	4.698070169E9	6	1
0310-0436	INCREMENTAL_FWD	500	BlockCodeAdapter	3.3785714E7	4.725692811E9	3	2
0308-0220	INCREMENTAL_FWD	500	BlockCodeAdapter	4.3185554E7	4.737018718E9	5	3
0311-0003	INCREMENTAL_FWD	500	BlockCodeAdapter	7.4644507E7	4.754857932E9	8	4
0303-0631	INCREMENTAL_FWD	500	BlockCodeAdapter	3.4514404E7	4.861824359E9	4	5
0311-0428	INCREMENTAL_FWD	500	BlockCodeAdapter	2.826837E7	4.977588089E9	2	6
0311-2111	INCREMENTAL_FWD	500	BlockCodeAdapter	2.7365205E7	5.193083093E9	1	7
0306-0227	INCREMENTAL_FWD	500	BlockCodeAdapter	6.973355E7	5.630406373E9	7	8
0311-0428	INCREMENTAL_BWD	500	BlockCodeAdapter	2.6657897E7	4.571879848E9	1	1
0306-0227	INCREMENTAL_BWD	500	BlockCodeAdapter	7.7868018E7	4.596390591E9	7	2
0308-0220	INCREMENTAL_BWD	500	BlockCodeAdapter	4.6873904E7	4.725114222E9	6	3
0309-1931	INCREMENTAL_BWD	500	BlockCodeAdapter	4.5063299E7	4.809754264E9	5	4
0311-0003	INCREMENTAL_BWD	500	BlockCodeAdapter	8.7283253E7	4.822806961E9	8	5
0311-2111	INCREMENTAL_BWD	500	BlockCodeAdapter	3.0991121E7	4.899767538E9	2	6
0303-0631	INCREMENTAL_BWD	500	BlockCodeAdapter	3.8771508E7	5.006763471E9	4	7
0310-0436	INCREMENTAL_BWD	500	BlockCodeAdapter	3.1127108E7	5.18227163E9	3	8
0306-0227	INCREMENTAL_FWD	500	FamiliesToPersons_V0	6604819.0	3.14157149E9	3	1
0311-0428	INCREMENTAL_FWD	500	FamiliesToPersons_V0	7732492.0	3.144736842E9	7	2
0309-1931	INCREMENTAL_FWD	500	FamiliesToPersons_V0	6815643.0	3.180556815E9	4	3
0310-0436	INCREMENTAL_FWD	500	FamiliesToPersons_V0	5899222.0	3.188245261E9	2	4
0311-2111	INCREMENTAL_FWD	500	FamiliesToPersons_V0	7115843.0	3.189006023E9	6	5
0308-0220	INCREMENTAL_FWD	500	FamiliesToPersons_V0	5749977.0	3.215558294E9	1	6
0303-0631	INCREMENTAL_FWD	500	FamiliesToPersons_V0	7041007.0	3.222465024E9	5	7
0311-0003	INCREMENTAL_FWD	500	FamiliesToPersons_V0	8544570.0	3.238996101E9	8	8
0311-0428	INCREMENTAL_FWD	500	FamiliesToPersons_V1	8726315.0	1.800035836E9	5	1
0309-1931	INCREMENTAL_FWD	500	FamiliesToPersons_V1	7906540.0	1.835339226E9	1	2
0311-0003	INCREMENTAL_FWD	500	FamiliesToPersons_V1	8967074.0	1.845523348E9	6	3
0303-0631	INCREMENTAL_FWD	500	FamiliesToPersons_V1	9534973.0	1.845548151E9	7	4
0310-0436	INCREMENTAL_FWD	500	FamiliesToPersons_V1	8054929.0	1.846662567E9	2	5
0311-2111	INCREMENTAL_FWD	500	FamiliesToPersons_V1	8135324.0	1.853356334E9	3	6
0308-0220	INCREMENTAL_FWD	500	FamiliesToPersons_V1	8253779.0	1.866171694E9	4	7
0306-0227	INCREMENTAL_FWD	500	FamiliesToPersons_V1	1.1441796E7	1.891487673E9	8	8
0310-0436	CC	8000	ClassInhHier2DB	8.605700629E9	1.861403566E9	1	1
0311-0003	CC	8000	ClassInhHier2DB	9.341781116E9	1.870746531E9	3	2
0309-1931	CC	8000	ClassInhHier2DB	9.788987463E9	1.88252231E9	4	3
0308-0220	CC	8000	ClassInhHier2DB	4.1924879536E10	1.891569778E9	8	4
0311-0428	CC	8000	ClassInhHier2DB	1.0241930532E10	1.892014519E9	5	5
0311-2111	CC	8000	ClassInhHier2DB	1.3379689229E10	1.894096673E9	6	6
0303-0631	CC	8000	ClassInhHier2DB	8.712699984E9	1.894959213E9	2	7
0306-0227	CC	8000	ClassInhHier2DB	1.3942283843E10	1.989727785E9	7	8
0311-0428	INCREMENTAL_BWD	500	CompanyToIT	1.2247888E7	2.41451153E9	2	1
0311-0003	INCREMENTAL_BWD	500	CompanyToIT	1.353293E7	2.428265119E9	6	2
0309-1931	INCREMENTAL_BWD	500	CompanyToIT	1.3852374E7	2.431146951E9	8	3
0311-2111	INCREMENTAL_BWD	500	CompanyToIT	1.3193388E7	2.487726882E9	4	4
0308-0220	INCREMENTAL_BWD	500	CompanyToIT	1.3550891E7	2.540977248E9	7	5
0303-0631	INCREMENTAL_BWD	500	CompanyToIT	1.3267797E7	2.57213985E9	5	6
0310-0436	INCREMENTAL_BWD	500	CompanyToIT	1.311E7	2.613404041E9	3	7
0306-0227	INCREMENTAL_BWD	500	CompanyToIT	1.0840114E7	2.621711702E9	1	8
0309-1931	BWD	500	ProcessCodeAdapter	1.757174856E9	3.524924266E9	3	1
0311-0428	BWD	500	ProcessCodeAdapter	1.781456815E9	3.539932964E9	6	2
0303-0631	BWD	500	ProcessCodeAdapter	1.760270505E9	3.566392866E9	4	3
0308-0220	BWD	500	ProcessCodeAdapter	1.645635731E9	3.601083455E9	1	4
0311-2111	BWD	500	ProcessCodeAdapter	1.770230546E9	3.644743257E9	5	5
0311-0003	BWD	500	ProcessCodeAdapter	1.823967989E9	3.650238363E9	7	6
0310-0436	BWD	500	ProcessCodeAdapter	1.698696227E9	3.65291664E9	2	7
0306-0227	BWD	500	ProcessCodeAdapter	1.835373437E9	3.735409528E9	8	8
0308-0220	CC	1000	BlockCodeAdapter	5.173432847E9	2.78267985E9	8	1
0303-0631	CC	1000	BlockCodeAdapter	4.99423249E9	2.869867314E9	7	2
0311-0003	CC	1000	BlockCodeAdapter	3.721441266E9	2.871836144E9	3	3
0311-2111	CC	1000	BlockCodeAdapter	3.806281014E9	2.890921912E9	5	4
0310-0436	CC	1000	BlockCodeAdapter	3.494861968E9	2.994389004E9	1	5
0309-1931	CC	1000	BlockCodeAdapter	3.802918094E9	3.004701845E9	4	6
0306-0227	CC	1000	BlockCodeAdapter	3.695513769E9	3.190328698E9	2	7
0311-0428	CC	1000	BlockCodeAdapter	4.28849825E9	3.23737836E9	6	8
0308-0220	CC	1000	CompanyToIT	2.700699696E9	1.849914302E9	1	1
0311-0428	CC	1000	CompanyToIT	2.803642935E9	1.878125369E9	2	2
0309-1931	CC	1000	CompanyToIT	3.369384514E9	1.879510478E9	8	3
0306-0227	CC	1000	CompanyToIT	3.201059765E9	1.896487152E9	7	4
0311-2111	CC	1000	CompanyToIT	2.97100123E9	1.909643336E9	4	5
0311-0003	CC	1000	CompanyToIT	3.130594959E9	1.924034956E9	5	6
0310-0436	CC	1000	CompanyToIT	2.91405781E9	1.924308643E9	3	7
0303-0631	CC	1000	CompanyToIT	3.150883237E9	1.972033968E9	6	8
0303-0631	CC	2000	BlockCodeAdapter	1.2221826565E10	2.854525488E9	7	1
0311-0428	CC	2000	BlockCodeAdapter	9.629402286E9	2.875212321E9	4	2
0308-0220	CC	2000	BlockCodeAdapter	7.296220478E9	2.906550253E9	1	3
0311-0003	CC	2000	BlockCodeAdapter	8.273600736E9	2.913072539E9	2	4
0310-0436	CC	2000	BlockCodeAdapter	1.064348259E10	2.975933997E9	5	5
0306-0227	CC	2000	BlockCodeAdapter	9.519755445E9	3.043267233E9	3	6
0311-2111	CC	2000	BlockCodeAdapter	1.3787981666E10	3.047177525E9	8	7
0309-1931	CC	2000	BlockCodeAdapter	1.2154741358E10	3.102727283E9	6	8
0308-0220	INCREMENTAL_FWD	4000	BlockDiagramCodeAdapter	1.2485225E7	3.218641541E9	3	1
0309-1931	INCREMENTAL_FWD	4000	BlockDiagramCodeAdapter	1.1980616E7	3.22134291E9	2	2
0310-0436	INCREMENTAL_FWD	4000	BlockDiagramCodeAdapter	1.8474678E7	3.23702941E9	8	3
0311-0003	INCREMENTAL_FWD	4000	BlockDiagramCodeAdapter	1.4537445E7	3.253446736E9	4	4
0306-0227	INCREMENTAL_FWD	4000	BlockDiagramCodeAdapter	1.7852042E7	3.259629481E9	7	5
0311-0428	INCREMENTAL_FWD	4000	BlockDiagramCodeAdapter	1.5845151E7	3.271728551E9	6	6
0311-2111	INCREMENTAL_FWD	4000	BlockDiagramCodeAdapter	1.5185739E7	3.286180041E9	5	7
0303-0631	INCREMENTAL_FWD	4000	BlockDiagramCodeAdapter	1.1911339E7	3.324501677E9	1	8
0308-0220	BWD_OPT	4000	BlockDiagramCodeAdapter	8.238971727E9	2.227421739E9	3	1
0311-0003	BWD_OPT	4000	BlockDiagramCodeAdapter	1.1308225897E10	2.255370665E9	8	2
0311-2111	BWD_OPT	4000	BlockDiagramCodeAdapter	1.1064876901E10	2.280166213E9	7	3
0309-1931	BWD_OPT	4000	BlockDiagramCodeAdapter	5.933414271E9	2.287403077E9	1	4
0303-0631	BWD_OPT	4000	BlockDiagramCodeAdapter	1.0235978711E10	2.288012884E9	6	5
0311-0428	BWD_OPT	4000	BlockDiagramCodeAdapter	9.320397666E9	2.289115326E9	4	6
0306-0227	BWD_OPT	4000	BlockDiagramCodeAdapter	9.850290621E9	2.318700384E9	5	7
0310-0436	BWD_OPT	4000	BlockDiagramCodeAdapter	7.359607072E9	2.339955543E9	2	8
0309-1931	FWD_OPT	1000	ClassInhHier2DB	1.368771713E9	1.630031337E9	7	1
0308-0220	FWD_OPT	1000	ClassInhHier2DB	1.297147591E9	1.635366937E9	2	2
0310-0436	FWD_OPT	1000	ClassInhHier2DB	1.276234539E9	1.635700491E9	1	3
0306-0227	FWD_OPT	1000	ClassInhHier2DB	1.320646977E9	1.657825888E9	4	4
